id,title,description,requirements,conditions,locations,country,postedDate,employeeId,createdAt,updatedAt,key_skills_x,companyId,companyName,companyDescription,contactInfo,salary_from,salary_to,salary_currency,salary_gross,vacancy_url,experience,job_text,key_skills_y
116327161,QA engineer,"Подготовка протоколов тестирования, актуализация тестовой документации, чек листов. Автоматизация процесса обеспечения качества на проекте. Участие на всех этапах разработки ПО...","Понимание микросервисной архитектуры. Знание и применение на практике, основ и принципов проведения тестирования веб-приложений. Знание популярных веб-технологий и...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:11:58+0300,10438633,2025-02-24T11:11:58+0300,2025-02-24T11:11:58+0300,"Atlassian Jira, Английский язык, TestRail, Redmine, SQL",10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327161,От 3 до 6 лет,"Понимание микросервисной архитектуры. Знание и применение на практике, основ и принципов проведения тестирования веб-приложений. Знание популярных веб-технологий и... Atlassian Jira, Английский язык, TestRail, Redmine, SQL","Atlassian Jira, Английский язык, TestRail, Redmine, SQL"
116327161,QA engineer,"Подготовка протоколов тестирования, актуализация тестовой документации, чек листов. Автоматизация процесса обеспечения качества на проекте. Участие на всех этапах разработки ПО...","Понимание микросервисной архитектуры. Знание и применение на практике, основ и принципов проведения тестирования веб-приложений. Знание популярных веб-технологий и...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:11:58+0300,10438633,2025-02-24T11:11:58+0300,2025-02-24T11:11:58+0300,"Atlassian Jira, Английский язык, TestRail, Redmine, SQL",10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327161,От 3 до 6 лет,"Понимание микросервисной архитектуры. Знание и применение на практике, основ и принципов проведения тестирования веб-приложений. Знание популярных веб-технологий и... Atlassian Jira, Английский язык, TestRail, Redmine, SQL","Atlassian Jira, Английский язык, TestRail, Redmine, SQL"
117548397,Системный администратор,"Техническая поддержка пользователей офиса и удаленных объектов. Настройка \ ремонт ПК, монтаж Локальной сети (СКС). Обслуживание периферийного оборудования. Решение проблем, возникающих...","Опыт на подобной должности не менее года. Знание принципа проектирования локальных сетей. ОС, продукты MS Office. Знание принципов подключения и...",Полная занятость,Астана,Kazakhstan,2025-02-21T09:43:17+0300,10837946,2025-02-21T09:43:17+0300,2025-02-21T09:43:17+0300,Not specified,10837946,АЛТЫН-АЙ 1,Нет описания,Not provided,300000.0,350000.0,KZT,False,https://hh.ru/vacancy/117548397,От 1 года до 3 лет,"Опыт на подобной должности не менее года. Знание принципа проектирования локальных сетей. ОС, продукты MS Office. Знание принципов подключения и... Not specified","Unix, Ubuntu, Nginx, FreeIPA, Communigate Pro, Nextcloud, Redmine, Zabbix, Docker"
117548397,Системный администратор,"Техническая поддержка пользователей офиса и удаленных объектов. Настройка \ ремонт ПК, монтаж Локальной сети (СКС). Обслуживание периферийного оборудования. Решение проблем, возникающих...","Опыт на подобной должности не менее года. Знание принципа проектирования локальных сетей. ОС, продукты MS Office. Знание принципов подключения и...",Полная занятость,Астана,Kazakhstan,2025-02-21T09:43:17+0300,10837946,2025-02-21T09:43:17+0300,2025-02-21T09:43:17+0300,Not specified,10837946,АЛТЫН-АЙ 1,Нет описания,Not provided,300000.0,350000.0,KZT,False,https://hh.ru/vacancy/117548397,От 1 года до 3 лет,"Опыт на подобной должности не менее года. Знание принципа проектирования локальных сетей. ОС, продукты MS Office. Знание принципов подключения и... Not specified","Linux, Bash, PostgreSQL, Администрирование серверов Linux, Apache, TCP/IP, Nginx, Docker"
117632274,IOS-разработчик,"Разработка и внедрение моделей генеративного искусственного интеллекта (GAN, VAE, Diffusion Models) для создания реалистичных персонажей. - Интеграция ИИ-моделей в веб...",AI-разработчик / ML Engineer / Full-Stack Developer с фокусом на генеративный искусственный интеллект. Опыт работы с Python и фреймворками...,Полная занятость,Астана,Kazakhstan,2025-02-24T13:27:09+0300,4991180,2025-02-24T13:27:09+0300,2025-02-24T13:27:09+0300,Not specified,4991180,Оранжевый гусь,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117632274,Более 6 лет,AI-разработчик / ML Engineer / Full-Stack Developer с фокусом на генеративный искусственный интеллект. Опыт работы с Python и фреймворками... Not specified,"iOS, Swift, iOS SDK"
117632274,IOS-разработчик,"Разработка и внедрение моделей генеративного искусственного интеллекта (GAN, VAE, Diffusion Models) для создания реалистичных персонажей. - Интеграция ИИ-моделей в веб...",AI-разработчик / ML Engineer / Full-Stack Developer с фокусом на генеративный искусственный интеллект. Опыт работы с Python и фреймворками...,Полная занятость,Астана,Kazakhstan,2025-02-24T13:27:09+0300,4991180,2025-02-24T13:27:09+0300,2025-02-24T13:27:09+0300,Not specified,4991180,Оранжевый гусь,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117632274,Более 6 лет,AI-разработчик / ML Engineer / Full-Stack Developer с фокусом на генеративный искусственный интеллект. Опыт работы с Python и фреймворками... Not specified,"iOS, Swift"
117632274,IOS-разработчик,"Разработка и внедрение моделей генеративного искусственного интеллекта (GAN, VAE, Diffusion Models) для создания реалистичных персонажей. - Интеграция ИИ-моделей в веб...",AI-разработчик / ML Engineer / Full-Stack Developer с фокусом на генеративный искусственный интеллект. Опыт работы с Python и фреймворками...,Полная занятость,Астана,Kazakhstan,2025-02-24T13:27:09+0300,4991180,2025-02-24T13:27:09+0300,2025-02-24T13:27:09+0300,Not specified,4991180,Оранжевый гусь,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117632274,Более 6 лет,AI-разработчик / ML Engineer / Full-Stack Developer с фокусом на генеративный искусственный интеллект. Опыт работы с Python и фреймворками... Not specified,"iOS, Swift, iOS SDK, MVVM, Uikit"
117545774,Senior system administrator,"Руководство командой ИТ-специалистов, координация и контроль выполнения проектов. Разработка и внедрение ИТ-стратегии компании. Обеспечение бесперебойной работы ИТ-инфраструктуры...","Высшее образование в области информационных технологий, компьютерных наук или смежных специальностей. Опыт работы на аналогичной должности от 6 лет. ",Полная занятость,Астана,Kazakhstan,2025-02-21T08:56:24+0300,3674203,2025-02-21T08:56:24+0300,2025-02-21T08:56:24+0300,"Active Directory, Windows Server, Администрирование серверов Windows, TCP/IP, DHCP, DNS, Английский язык, Администрирование серверов Linux, Hyper-V, Asterisk, MS SQL Server, Деловая коммуникация",3674203,Al Khalidiah Tourism,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117545774,Более 6 лет,"Высшее образование в области информационных технологий, компьютерных наук или смежных специальностей. Опыт работы на аналогичной должности от 6 лет.  Active Directory, Windows Server, Администрирование серверов Windows, TCP/IP, DHCP, DNS, Английский язык, Администрирование серверов Linux, Hyper-V, Asterisk, MS SQL Server, Деловая коммуникация","Active Directory, Windows Server, Администрирование серверов Windows, TCP/IP, DHCP, DNS, Английский язык, Администрирование серверов Linux, Hyper-V, Asterisk, MS SQL Server, Деловая коммуникация"
116327298,Data Scientist,"Работа с сырыми/обработанными телеком. данными, веб-траффиком. Exploratory Data Analysis. Профилированием пользователей. Кластеризацией динамических текстовых, табулярных и графовых данных. ","Знание и понимание технологии Data Science, в том числе ML и DL. Знание основ алгоритмов и структуры данных. ",Полная занятость,Астана,Kazakhstan,2025-02-24T11:12:09+0300,10438633,2025-02-24T11:12:09+0300,2025-02-24T11:12:09+0300,Not specified,10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327298,Более 6 лет,"Знание и понимание технологии Data Science, в том числе ML и DL. Знание основ алгоритмов и структуры данных.  Not specified","Python, ML, Data Science, Big Data, Deep Learning, SQL, Математический анализ"
116327298,Data Scientist,"Работа с сырыми/обработанными телеком. данными, веб-траффиком. Exploratory Data Analysis. Профилированием пользователей. Кластеризацией динамических текстовых, табулярных и графовых данных. ","Знание и понимание технологии Data Science, в том числе ML и DL. Знание основ алгоритмов и структуры данных. ",Полная занятость,Астана,Kazakhstan,2025-02-24T11:12:09+0300,10438633,2025-02-24T11:12:09+0300,2025-02-24T11:12:09+0300,Not specified,10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327298,Более 6 лет,"Знание и понимание технологии Data Science, в том числе ML и DL. Знание основ алгоритмов и структуры данных.  Not specified","Python, ML, Data Science, Deep Learning, SQL, Математический анализ"
117620800,Data Engineer,Интеграция с источниками данных: Разработка ETL-процессов для автоматизированной выгрузки и процессинга данных. Оптимизация запросов и потоков данных для ускорения...,"Опыт работы в банке. Опыт в анализе и подготовке данных, включая значительный опыт работы с очень большими наборами данных и...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:14:04+0300,3831368,2025-02-24T11:14:04+0300,2025-02-24T11:14:04+0300,"MySQL, PostgreSQL, Apache Cassandra, MongoDB, Apache Airflow, Apache Kafka",3831368,Национальный банк внешнеэкономической деятельности Республики Узбекистана,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117620800,От 3 до 6 лет,"Опыт работы в банке. Опыт в анализе и подготовке данных, включая значительный опыт работы с очень большими наборами данных и... MySQL, PostgreSQL, Apache Cassandra, MongoDB, Apache Airflow, Apache Kafka","MySQL, PostgreSQL, Apache Cassandra, MongoDB, Apache Airflow, Apache Kafka"
117620800,Data Engineer,Интеграция с источниками данных: Разработка ETL-процессов для автоматизированной выгрузки и процессинга данных. Оптимизация запросов и потоков данных для ускорения...,"Опыт работы в банке. Опыт в анализе и подготовке данных, включая значительный опыт работы с очень большими наборами данных и...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:14:04+0300,3831368,2025-02-24T11:14:04+0300,2025-02-24T11:14:04+0300,"MySQL, PostgreSQL, Apache Cassandra, MongoDB, Apache Airflow, Apache Kafka",3831368,Национальный банк внешнеэкономической деятельности Республики Узбекистана,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117620800,От 3 до 6 лет,"Опыт работы в банке. Опыт в анализе и подготовке данных, включая значительный опыт работы с очень большими наборами данных и... MySQL, PostgreSQL, Apache Cassandra, MongoDB, Apache Airflow, Apache Kafka","MySQL, PostgreSQL, Apache Cassandra, MongoDB, Apache Airflow, Apache Kafka"
117845056,Junior WEB QA Engineer,Тестировать веб- и мобильные приложения для выявления и устранения ошибок. Регистрировать и отслеживать дефекты в системе управления багами. ,"Хорошее знание теории и методологий тестирования программного обеспечения. Понимание ключевых концепций, таких как тест-планы, тест-кейсы и отчеты об...",Полная занятость,Астана,Kazakhstan,2025-02-28T19:42:13+0300,9206033,2025-02-28T19:42:13+0300,2025-02-28T19:42:13+0300,"Black box testing, Функциональное тестирование, Теория тестирования, A/B тесты, Методология тестирования, Политика тестирования",9206033,G5EN KAZ,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117845056,Нет опыта,"Хорошее знание теории и методологий тестирования программного обеспечения. Понимание ключевых концепций, таких как тест-планы, тест-кейсы и отчеты об... Black box testing, Функциональное тестирование, Теория тестирования, A/B тесты, Методология тестирования, Политика тестирования","Black box testing, Функциональное тестирование, Теория тестирования, A/B тесты, Методология тестирования, Политика тестирования"
117845056,Junior WEB QA Engineer,Тестировать веб- и мобильные приложения для выявления и устранения ошибок. Регистрировать и отслеживать дефекты в системе управления багами. ,"Хорошее знание теории и методологий тестирования программного обеспечения. Понимание ключевых концепций, таких как тест-планы, тест-кейсы и отчеты об...",Полная занятость,Астана,Kazakhstan,2025-02-28T19:42:13+0300,9206033,2025-02-28T19:42:13+0300,2025-02-28T19:42:13+0300,"Black box testing, Функциональное тестирование, Теория тестирования, A/B тесты, Методология тестирования, Политика тестирования",9206033,G5EN KAZ,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117845056,Нет опыта,"Хорошее знание теории и методологий тестирования программного обеспечения. Понимание ключевых концепций, таких как тест-планы, тест-кейсы и отчеты об... Black box testing, Функциональное тестирование, Теория тестирования, A/B тесты, Методология тестирования, Политика тестирования","Black box testing, Функциональное тестирование, Теория тестирования, A/B тесты, Методология тестирования, Политика тестирования"
116327247,Сетевой инженер,"Работа с сетевым оборудованием Cisco,Huawei MikroTik и т.д. (коммутаторы, маршрутизаторы, межсетевые экраны, виртуальное сетевое оборудование, радиомосты). ","Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:12:03+0300,10438633,2025-02-24T11:12:03+0300,2025-02-24T11:12:03+0300,Not specified,10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327247,От 3 до 6 лет,"Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT... Not specified",Not specified
116327247,Сетевой инженер,"Работа с сетевым оборудованием Cisco,Huawei MikroTik и т.д. (коммутаторы, маршрутизаторы, межсетевые экраны, виртуальное сетевое оборудование, радиомосты). ","Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:12:03+0300,10438633,2025-02-24T11:12:03+0300,2025-02-24T11:12:03+0300,Not specified,10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327247,От 3 до 6 лет,"Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT... Not specified",Not specified
116327247,Сетевой инженер,"Работа с сетевым оборудованием Cisco,Huawei MikroTik и т.д. (коммутаторы, маршрутизаторы, межсетевые экраны, виртуальное сетевое оборудование, радиомосты). ","Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:12:03+0300,10438633,2025-02-24T11:12:03+0300,2025-02-24T11:12:03+0300,Not specified,10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327247,От 3 до 6 лет,"Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT... Not specified",Not specified
116327247,Сетевой инженер,"Работа с сетевым оборудованием Cisco,Huawei MikroTik и т.д. (коммутаторы, маршрутизаторы, межсетевые экраны, виртуальное сетевое оборудование, радиомосты). ","Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT...",Полная занятость,Астана,Kazakhstan,2025-02-24T11:12:03+0300,10438633,2025-02-24T11:12:03+0300,2025-02-24T11:12:03+0300,Not specified,10438633,Butterfly Effect,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/116327247,От 3 до 6 лет,"Основы вычислительных сетей и сетевых технологий: Опыт работы с сетевым оборудованием Cisco, Huawei, MicroTik. Знание протоколов TCP/IP, VLAN, NAT... Not specified",Not specified
117754793,BI-аналитик,No description provided,"Технические навыки: SQL: Уверенные знания SQL для работы с базами данных, создания запросов, манипуляции данными, а также оптимизации запросов. ",Полная занятость,Астана,Kazakhstan,2025-02-26T19:01:25+0300,3333941,2025-02-26T19:01:25+0300,2025-02-26T19:01:25+0300,"BI analytic, Power BI, Tableau, QlikView, Looker, excel, Python, SQL",3333941,Inter Solutions,Нет описания,Not provided,400000.0,550000.0,KZT,False,https://hh.ru/vacancy/117754793,От 1 года до 3 лет,"Технические навыки: SQL: Уверенные знания SQL для работы с базами данных, создания запросов, манипуляции данными, а также оптимизации запросов.  BI analytic, Power BI, Tableau, QlikView, Looker, excel, Python, SQL","BI analytic, Power BI, Tableau, QlikView, Looker, excel, Python, SQL"
117754793,BI-аналитик,No description provided,"Технические навыки: SQL: Уверенные знания SQL для работы с базами данных, создания запросов, манипуляции данными, а также оптимизации запросов. ",Полная занятость,Астана,Kazakhstan,2025-02-26T19:01:25+0300,3333941,2025-02-26T19:01:25+0300,2025-02-26T19:01:25+0300,"BI analytic, Power BI, Tableau, QlikView, Looker, excel, Python, SQL",3333941,Inter Solutions,Нет описания,Not provided,400000.0,550000.0,KZT,False,https://hh.ru/vacancy/117754793,От 1 года до 3 лет,"Технические навыки: SQL: Уверенные знания SQL для работы с базами данных, создания запросов, манипуляции данными, а также оптимизации запросов.  BI analytic, Power BI, Tableau, QlikView, Looker, excel, Python, SQL","BI analytic, Power BI, Tableau, QlikView, Looker, excel, Python, SQL"
117797506,IТ специалист - системный администратор,"Настройка и администрирование OC Windows, Windows Server, Linux систем, автоматической инвентаризации, сетевых протоколов. Установка обновлений ОС и приложений для слаженной...","Высшее профильное образование. Стаж на аналогичной работе не менее 3 лет. Знание операционных систем семейства Windows, Linux. Знание и понимание...",Полная занятость,Астана,Kazakhstan,2025-02-27T16:00:19+0300,3907265,2025-02-27T16:00:19+0300,2025-02-27T16:00:19+0300,Not specified,3907265,Sensata Group,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117797506,От 1 года до 3 лет,"Высшее профильное образование. Стаж на аналогичной работе не менее 3 лет. Знание операционных систем семейства Windows, Linux. Знание и понимание... Not specified","Unix, Ubuntu, Nginx, FreeIPA, Communigate Pro, Nextcloud, Redmine, Zabbix, Docker"
117797506,IТ специалист - системный администратор,"Настройка и администрирование OC Windows, Windows Server, Linux систем, автоматической инвентаризации, сетевых протоколов. Установка обновлений ОС и приложений для слаженной...","Высшее профильное образование. Стаж на аналогичной работе не менее 3 лет. Знание операционных систем семейства Windows, Linux. Знание и понимание...",Полная занятость,Астана,Kazakhstan,2025-02-27T16:00:19+0300,3907265,2025-02-27T16:00:19+0300,2025-02-27T16:00:19+0300,Not specified,3907265,Sensata Group,Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117797506,От 1 года до 3 лет,"Высшее профильное образование. Стаж на аналогичной работе не менее 3 лет. Знание операционных систем семейства Windows, Linux. Знание и понимание... Not specified","Установка ПО, Организация работы сотрудников, Настройка почтовых серверов, Резервное копирование, Настройка роутеров, Техническая поддержка пользователей, Администрирование серверов Windows, Ремонт ПК, Администрирование серверов, Администрирование ОС, Установка драйверов, Администрирование сетевого оборудования, Информационные технологии, Настройка сетевых подключений, Linux, Настройка ПК, Автоматизация процессов"
117767858,Oracle PL/SQL Developer,"Develop, optimize, and maintain Oracle PL/SQL applications. Participate in RFQ (Request for Quotation) processes. Work with Microsoft technologies as...",Strong experience in Oracle PL/SQL development. Knowledge of Microsoft technologies. Understanding of database performance tuning and optimization. ,Полная занятость,Астана,Kazakhstan,2025-02-27T08:36:48+0300,5745349,2025-02-27T08:36:48+0300,2025-02-27T08:36:48+0300,Not specified,5745349,IBA Astana Dev (АйБиЭй Астана Дев),Нет описания,Not provided,300000.0,400000.0,KZT,Unknown,https://hh.ru/vacancy/117767858,От 3 до 6 лет,Strong experience in Oracle PL/SQL development. Knowledge of Microsoft technologies. Understanding of database performance tuning and optimization.  Not specified,"strong sql, etl, relationship"
